매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2022-05-13,3540.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-05-12),벽산,007210,KR,5.0,1,smic,2022-05-12,5300.0,2022-07-01,2745.0,49,54.16,runner_thesis_break_200MA
2020-08-24,19633.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2020-08-21),태영건설,009410,KR,5.0,1,voera,2020-08-21,29300.0,2022-06-02,17517.0,647,77.38,runner_thesis_break_200MA
2021-12-01,16.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-30),OPEN,OPEN,US,5.0,1,smic,2021-11-30,,2022-05-02,6.9,152,-8.49,runner_thesis_break_200MA
2021-12-01,28.11,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-30),CHGG,CHGG,US,5.0,1,smic,2021-11-30,43.5,2022-05-02,24.61,152,85.77,runner_thesis_break_200MA
2022-04-01,46400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2022-03-31),GS건설,006360,KR,5.0,1,voera,2022-03-31,60000.0,2022-05-02,41650.0,31,78.45,runner_thesis_break_200MA
2021-12-01,77.45,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-30),INMD,INMD,US,5.0,1,smic,2021-11-30,172.11,2022-05-02,25.0,152,-31.51,runner_thesis_break_200MA
2021-11-04,7741.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-03),세경하이테크,148150,KR,5.0,2,smic,2021-11-03,10742.69,2022-04-01,7691.0,148,97.52,runner_thesis_break_200MA
2021-04-12,24500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-04-10),에스엘,005850,KR,5.0,3,ewha,2021-04-10,,2022-03-02,23450.0,324,90.28,runner_thesis_break_200MA
2021-11-04,11600.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-11-03),주성엔지니어링,036930,KR,5.0,4,smic,2021-11-03,26700.0,2022-03-02,26700.0,118,128.79,목표가_절반익절
2020-10-12,11800.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2020-10-10),진성티이씨,036890,KR,5.0,4,ewha,2020-10-10,14375.0,2021-12-01,9180.0,415,-22.67,runner_thesis_break_200MA
2020-01-02,42750.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-18),아이티엠반도체,084850,KR,5.0,1,smic,2019-12-18,47200.0,2021-12-01,40300.0,699,-6.3,runner_thesis_break_200MA
2020-01-02,6813.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2019-12-18),비츠로셀,082920,KR,5.0,3,smic,2019-12-18,16829.0,2021-12-01,6560.0,699,91.42,runner_thesis_break_200MA
2020-06-01,16300.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2020-05-30),이노메트리,302430,KR,5.0,1,ewha,2020-05-30,22700.0,2021-11-01,14850.0,518,-9.44,runner_thesis_break_200MA
2021-03-11,6210.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-03-10),팬오션,028670,KR,5.0,1,ewha,2021-03-10,6436.0,2021-11-01,5950.0,235,-4.76,runner_thesis_break_200MA
2020-11-02,9820.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-10-31),현대이지웰,090850,KR,5.0,1,smic,2020-10-31,11560.0,2021-04-01,9100.0,150,-7.89,runner_thesis_break_200MA
2020-10-12,11800.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2020-10-10),진성티이씨,036890,KR,5.0,4,ewha,2020-10-10,14375.0,2021-03-25,14150.0,164,19.2,목표가_절반익절
2021-03-11,6210.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-03-10),팬오션,028670,KR,5.0,1,ewha,2021-03-10,6436.0,2021-03-12,6390.0,1,2.28,목표가_절반익절
2020-08-24,48150.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2020-08-21),LIG아큐버,073490,KR,5.0,2,ewha,2020-08-21,59900.0,2021-03-02,46250.0,190,-4.52,runner_thesis_break_200MA
2020-06-01,7617.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-05-31),디바이스,187870,KR,5.0,1,smic,2020-05-31,26300.0,2020-12-16,26300.0,198,243.21,목표가_절반익절
2020-11-02,9820.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-10-31),현대이지웰,090850,KR,5.0,1,smic,2020-10-31,11560.0,2020-11-06,11200.0,4,13.37,목표가_절반익절
2020-06-01,88800.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-05-31),이오테크닉스,039030,KR,5.0,2,smic,2020-05-31,107593.0,2020-11-02,87700.0,154,-1.83,runner_thesis_break_200MA
2020-06-01,7210.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-05-31),리메드,302550,KR,5.0,1,smic,2020-05-31,10821.85,2020-10-05,5900.0,126,62.68,runner_thesis_break_200MA
2020-05-07,16400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-05-06),펌텍코리아,251970,KR,5.0,3,smic,2020-05-06,20224.0,2020-10-05,15300.0,151,85.47,runner_thesis_break_200MA
2020-05-07,36574.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-05-06),에치에프알,230240,KR,5.0,2,smic,2020-05-06,45900.0,2020-10-05,35235.0,151,91.52,runner_thesis_break_200MA
2020-08-24,48150.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2020-08-21),LIG아큐버,073490,KR,5.0,2,ewha,2020-08-21,59900.0,2020-09-02,59900.0,9,23.66,목표가_절반익절
2020-05-15,13115.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2020-05-14),제주항공,089590,KR,5.0,2,voera,2020-05-14,20000.0,2020-08-03,13083.0,80,98.32,runner_thesis_break_200MA
2020-06-01,54046.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2020-05-31),SKC,011790,KR,5.0,2,smic,2020-05-31,70292.0,2020-08-03,70292.0,63,29.28,목표가_절반익절
2020-06-01,16300.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2020-05-30),이노메트리,302430,KR,5.0,1,ewha,2020-05-30,22700.0,2020-07-29,20900.0,58,27.45,목표가_절반익절
2020-05-18,315500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: voera 2020-05-17),CJ제일제당,097950,KR,5.0,2,voera,2020-05-17,395000.0,2020-07-10,390000.0,53,22.87,목표가_절반익절
