매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2022-10-14,13400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13),HPSP,403870,KR,5.0,3,smic,2022-10-13,19911.91,2023-01-02,13550.0,80,0.51,chandelier_ATR5
2022-11-01,317000.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-10-31, smic 2019-08-11)",HS효성첨단소재,298050,KR,5.0,3,smic|star,2019-08-11|2022-10-31,143300.0|616000.0,2023-01-02,333500.0,62,4.57,chandelier_ATR5
2022-10-14,73000.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13, ewha 2022-02-12, voera 2021-09-15)",SOOP,067160,KR,5.0,3,ewha|smic|voera,2021-09-15|2022-02-12|2022-10-13,185200.0|173000.0|101500.0,2022-12-26,73700.0,73,0.35,chandelier_ATR5
2022-11-14,61200.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-11-13),HD현대에너지솔루션,322000,KR,5.0,1,smic,2022-11-13,82700.0,2022-12-26,50900.0,42,-17.33,chandelier_ATR5
2022-11-28,213500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-11-25),엘앤에프,066970,KR,5.0,3,ewha,2022-11-25,261600.0,2022-12-21,185000.0,23,-13.87,chandelier_ATR5
2022-10-14,28626.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13),KT나스미디어,089600,KR,5.0,2,smic,2022-10-13,45500.0,2022-12-19,26073.0,66,-9.46,chandelier_ATR5
2022-10-14,8306.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2022-10-13),아이씨에이치,368600,KR,5.0,1,smic,2022-10-13,31100.0,2022-11-03,7850.0,20,-6.06,chandelier_ATR5
2022-08-17,64500.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-08-16, yig 2022-05-18, voera 2021-05-14, ewha 2020-08-22)",씨에스윈드,112610,KR,5.0,6,ewha|star|voera|yig,2020-08-22|2021-05-14|2022-05-18|2022-08-16,107000.0|90900.0|79200.0|66210.0,2022-10-26,58100.0,70,-10.46,chandelier_ATR5
2022-09-08,26500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-09-07),SK오션플랜트,100090,KR,5.0,3,ewha,2022-09-07,38850.0,2022-10-14,19900.0,36,-25.36,chandelier_ATR5
2022-09-08,166000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2022-09-07),대웅제약,069620,KR,5.0,1,ewha,2022-09-07,225000.0,2022-10-14,144500.0,36,-13.47,chandelier_ATR5
2022-08-17,21400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-08-16),제이브이엠,054950,KR,5.0,3,star,2022-08-16,26320.0,2022-10-12,17000.0,56,-21.04,chandelier_ATR5
2022-08-17,22050.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: star 2022-08-16),명신산업,009900,KR,5.0,1,star,2022-08-16,26760.0,2022-09-29,18650.0,43,-15.93,chandelier_ATR5
