매수일,매수가(시가),매수사유,종목명,티커,시장,비중(%),커버학회수,트리거학회,리포트날짜들,목표가들,매도일,매도가,보유일수,수익률(%),매도사유
2021-04-12,211000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-04-10) · 12개월 고정 보유,LG이노텍,011070,KR,5.0,1,ewha,2021-04-10,271000.0,2022-04-12,364500.0,365,71.71,12개월_만기
2021-04-12,28263.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-04-10) · 12개월 고정 보유,에프에스티,036810,KR,5.0,1,ewha,2021-04-10,40900.0,2022-04-12,21332.0,365,-24.98,12개월_만기
2021-03-15,50000.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-03-13) · 12개월 고정 보유,서흥,008490,KR,5.0,1,ewha,2021-03-13,69525.0,2022-03-15,38850.0,365,-22.77,12개월_만기
2021-03-15,80500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-03-13) · 12개월 고정 보유,KT&G,033780,KR,5.0,1,ewha,2021-03-13,110136.0,2022-03-15,80400.0,365,-0.72,12개월_만기
2021-03-15,24900.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-03-13) · 12개월 고정 보유,연우,115960,KR,5.0,1,ewha,2021-03-13,36300.0,2022-03-15,22600.0,365,-9.78,12개월_만기
2021-03-11,6210.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-03-10) · 12개월 고정 보유,팬오션,028670,KR,5.0,1,ewha,2021-03-10,6436.0,2022-03-11,7190.0,365,15.09,12개월_만기
2021-03-11,30100.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-03-10) · 12개월 고정 보유,해성디에스,195870,KR,5.0,2,ewha,2021-03-10,53700.0,2022-03-11,48800.0,365,61.15,12개월_만기
2021-02-22,10098.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-02-20) · 12개월 고정 보유,한솔테크닉스,004710,KR,5.0,1,ewha,2021-02-20,14900.0,2022-02-22,6266.0,365,-38.32,12개월_만기
2021-02-22,51500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-02-20) · 12개월 고정 보유,HD현대미포,010620,KR,5.0,4,ewha,2021-02-20,69100.0,2022-02-22,72800.0,365,40.51,12개월_만기
2021-02-22,12500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-02-20) · 12개월 고정 보유,유니셈,036200,KR,5.0,1,ewha,2021-02-20,16400.0,2022-02-22,11600.0,365,-7.76,12개월_만기
2021-02-22,8583.0,"학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-02-20, smic 2020-10-10) · 12개월 고정 보유",APS이노베이션,079810,KR,5.0,2,ewha|smic,2020-10-10|2021-02-20,13600.0|13700.0,2022-02-22,5275.0,365,-38.91,12개월_만기
2021-02-22,18050.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-02-20) · 12개월 고정 보유,서울바이오시스,092190,KR,5.0,1,ewha,2021-02-20,22500.0,2022-02-22,10400.0,365,-42.73,12개월_만기
2021-02-22,60400.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-02-20) · 12개월 고정 보유,엠씨넥스,097520,KR,5.0,2,ewha,2021-02-20,70000.0,2022-02-22,43200.0,365,-28.91,12개월_만기
2021-02-22,33950.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: ewha 2021-02-20) · 12개월 고정 보유,씨티알모빌리티,308170,KR,5.0,1,ewha,2021-02-20,,2022-02-22,18200.0,365,-46.71,12개월_만기
2021-01-18,276500.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-01-16) · 12개월 고정 보유,대한유화,006650,KR,5.0,2,smic,2021-01-16,394500.0,2022-01-18,177500.0,365,-36.19,12개월_만기
2021-01-18,66621.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-01-16) · 12개월 고정 보유,한화솔루션,009830,KR,5.0,3,smic,2021-01-16,,2022-01-18,47595.0,365,-28.99,12개월_만기
2021-01-18,30650.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-01-16) · 12개월 고정 보유,하나머티리얼즈,166090,KR,5.0,2,smic,2021-01-16,40400.0,2022-01-18,58700.0,365,90.37,12개월_만기
2021-01-18,12600.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-01-16) · 12개월 고정 보유,파이오링크,170790,KR,5.0,2,smic,2021-01-16,20400.0,2022-01-18,15800.0,365,24.65,12개월_만기
2021-01-18,37677.0,학회 매수리포트 발간 → 익일 시가 진입 (트리거: smic 2021-01-16) · 12개월 고정 보유,노바텍,285490,KR,5.0,1,smic,2021-01-16,139200.0,2022-01-18,42000.0,365,10.81,12개월_만기
